company_name,address,city,state,zip,phone,website,email
Four Paws Inn,873 Clearfield Ave,Chesapeake,VA,23320,,,
Chalquest Kennels,2525 Saint Brides Rd W,Chesapeake,VA,23322,,,
Seaside Pet Resort,29636 Seaside Rd,Melfa,VA,23410,,,
Mareragold Grooming & Boarding,401 KINGS FORK RD,Suffolk,VA,23434,,,
Pet Hotel,587 SOUTH BIRDNECK ROAD,Virginia Beach,VA,23451,,,
Animal Palace,170 Boggs Ave,Virginia Beach,VA,23452,,,
Petes Bed & Breakfast,1308 CONRAD LN,Virginia Beach,VA,23454,,,
Beach Pet Boarding & Grooming,237 FIRST COLONIAL RD,Virginia Beach,VA,23454,,,
Beach Pet Daycare,2105 WOODLAWN AVE,Virginia Beach,VA,23455,,,
Hunt Club Boarding Kennel,2400 London Bridge Rd,Virginia Beach,VA,23456,,,
Holly Ridge Manor Canine Country Club,2993 Seaboard Rd,Virginia Beach,VA,23456,,,
Wags Doggie Daycare,950 W 21st St,Norfolk,VA,23517,,,
Four Paws Palace,108 DENBIGH BLVD,Newport News,VA,23608,,,
Freed Kennel Club,1250 N King St,Hampton,VA,23669,,,
Armistead Animal Inn,533 N Armistead Ave,Hampton,VA,23669,,,
The Pet Lodge At Yorktown,222 Apple Ln,Yorktown,VA,23693,,,
Wags To Whiskers Pet Resort,6029 High St W,Portsmouth,VA,23703,,,
Brandywine Kennels,12117 Halifax Rd,Petersburg,VA,23805,,,
West Chester Pet Resort,12021 Iron Bridge Rd,Chester,VA,23831,,,
Comforts Of Home Pet Resort,15100 HARROWGATE RD,Chester,VA,23831,,,
Mt Hope Kennels & Stables,2100 Coxendale Rd,Chester,VA,23831,,,
Swift Creek Kennel,17700 Branders Bridge Rd,Colonial Heights,VA,23834,,,
"Yopaka Kennels, Ashland, Va",14601 Beach Road,Chesterfield,VA,23838,,,
Deep Woods Kennels,15725 Rhodes Ln,Chesterfield,VA,23838,,,
Rivert Road Kennels,17420 River Rd,Chesterfield,VA,23838,,,
Dog Den,3305 Oaklawn Blvd,Hopewell,VA,23860,,,
Conrecode Kennel,2408 River Rd,Prince George,VA,23875,,,
Trueheart Kennel,2396 Old Ridge Road,Farmville,VA,23901,,,
Twin Pines Kennel,679 Guinea Rd,Farmville,VA,23901,,,
Cornerstone Kennel,822 Nursery Rd,Pamplin,VA,23958,,,
Country Air Vacation Kennels,5272 Old Virginia Springs Rd,Roanoke,VA,24014,,,
Aspen Grove Bed & Breakfast Boarding Kennel,7373 Franklin Rd,Roanoke,VA,24014,,,
B & B K-9 Kennels,1511 Centre Ave NW,Roanoke,VA,24017,,,
Mudlick Kennels,3211 Old Salem Rd SW,Roanoke,VA,24018,,,
Brandon Boarding Kennel,3403 Brandon Ave SW,Roanoke,VA,24018,,,
Sleepy Hollow Kennel,7226 Branico Dr,Roanoke,VA,24018,,,
Hicks All Breed Pet Care & Kennel,179 Orchard Acres Rd,Bassett,VA,24055,,,
In The Dog House,2128 County Line Rd,Bassett,VA,24055,,,
Catawba Country Kennel,6609 Blacksburg Rd,Catawba,VA,24070,,,
Hilltop Pet Grooming & Boarding,5239 State Park Rd,Dublin,VA,24084,,,
Peaceful Haven Dog Boarding Kennel,5020 Grove Hill Rd,Fincastle,VA,24090,,,
Buddy's Boarding,1437 Christiansburg Pike NE,Floyd,VA,24091,,,
Sugarfoot Kennels,1110 Rexford Dr,Goodview,VA,24095,,,
Kalamals Boarding Kennel,494 Huffville Road Northeast,Pilot,VA,24138,,,
New River Valley Kennel Club,6145 Chestnut Ridge Rd,Riner,VA,24149,,,
Black Water Kennel,280 Blue Bend Rd,Rocky Mount,VA,24151,,,
Carvins Cove Bed & Biscuit,3900 Carvins Cove Rd,Salem,VA,24153,,,
Crest Hill Animal Inn,205 Humbert Rd,Troutville,VA,24175,,,
Lake Country Grooming & Kennel,1800 Poteet Rd,Wirtz,VA,24184,,,
All American Kennels,675 Three Oaks Rd,Wirtz,VA,24184,,,
Dakota's Kennels,6194 Penn Rd,Bristol,VA,24202,,,
Emerald Ridge Kennel,6737 Rich Valley Rd,Bristol,VA,24202,,,
Fancy Pants Boarding Kennel,2800 Egan Rd,Big Stone Gap,VA,24219,,,
Stonebridge Kennels,362 Kennel Ln,Gate City,VA,24251,,,
Gray's Copper Ridge Kennel,419 Crow Hollow Ln,Nickelsville,VA,24271,,,
Galax K9 Grooming & Boarding,1321 Wolfpen Ridge Rd,Galax,VA,24333,(276) 236-0441,,trudygage@gmail.com
Rainbow Springs Kennels,1204 Eidson Creek Rd,Staunton,VA,24401,,,
Philpott's Boarding Kennels,51 Carloover Village Dr,Hot Springs,VA,24445,,,
Brickwood Kennels,52 Brickwood Ln,Lexington,VA,24450,,,
Purr-fect Pet Grooming-boarding,209 Draft Ave,Stuarts Draft,VA,24477,,,
Loving Care Pet Resort,727 Lee Hwy,Verona,VA,24482,,,
Colbert Kennels,1126 Old Graves Mill Rd,Lynchburg,VA,24502,,,
Shady Mountain Pet Retreat,890 Burley Hollow Road,Amherst,VA,24521,,,
Otter Creek Kennel,710 Longwood Ave Ste. 4,Bedford,VA,24523,,,
Joan's Country Kennel,470 Duke Dr,Buffalo Junction,VA,24529,,,
Lake Forest Boarding & Grooming,18510 Forest Rd,Forest,VA,24551,,,
Deepwood Boarding Services,191 Deepwood Farm Dr,Scottsville,VA,24590,,,
Debs Do's Pet Grooming & Boarding,18261 Governor G C Peery Hwy,Pounding Mill,VA,24637,,,
Warm & Fuzzy Cat Boarding,1194 Cold Springs Rd,Clendenin,WV,25045,,,
Abigail's Hotel,81 Winfield Rd,Saint Albans,WV,25177,,,
Tyler Heights Boarding Kennels,4423 1/2 Lamont Dr,Charleston,WV,25313,,,
Cross Lanes Boarding Kennel,4877 Big Tyler Rd,Charleston,WV,25313,,,
Posh Pet Kennels,202 Old Mill Rd,Martinsburg,WV,25401,,,
Greensburg Bed & Biscuit,121 Buttonwood Ln,Martinsburg,WV,25404,,,
Barkeley Springs Pet Boarding & Bath,2075 Valley Rd,Berkeley Springs,WV,25411,,,
Cedar Run Pet Resort,2551 Middleway Pike,Bunker Hill,WV,25413,,,
Campbell's Canine Svc,1874 Koontztown Rd,Falling Waters,WV,25419,,,
Rrruffing It Camp For Dogs & Polite Pets Training,252 Vacation Way,Hedgesville,WV,25427,,,
Beck's Kennels,125 Becks Ln,Inwood,WV,25428,,,
Flowing Springs Kennel,1178 Whitmer Rd,Shenandoah Junction,WV,25442,,,
Teays Valley Dog Grooming & Boarding,3053 Mount Vernon Rd,Hurricane,WV,25526,,,
Kastle Kennels,1906 Route 75,Kenova,WV,25530,,,
Pet Palace,335 9th St,Huntington,WV,25701,,,
Town House Kennels Ltd,927 8th Ave,Huntington,WV,25701,,,
Nap A Lot Kennel,276 Williams St,Beckley,WV,25801,,,
Mountain Spring Kennel,4109 Pluto Rd,Shady Spring,WV,25918,,,
Winding Road Boarding Kennel,1886 Winding Rd,Parkersburg,WV,26104,,,
Audubon Boarding Kennels,17 Chenoweth Dr,Bridgeport,WV,26330,,,
The Doggy Den,721 Us Highway 19 S,Weston,WV,26452,,,
Creekside Kennels,2947 Fairmont Rd,Morgantown,WV,26501,,,
Bakers Ridge Pet Hotel,1142 Bakers Ridge Rd,Morgantown,WV,26508,,,
Mountain Laurel Kennels,476 Mayfield Rd,Morgantown,WV,26508,,,
Crosby's K-9 Country Club,1039 Morgantown Ave,Fairmont,WV,26554,,,
Red Woof Inn Pet Ctr,415 POTTS RD,Advance,NC,27006,,,
Lucky Four Kennels,434 Peoples Creek Rd,Advance,NC,27006,,,
Riverside Kennels,474 FRED BAHNSON DR,Advance,NC,27006,,,
Camp Paws,1725 Hutchens Rd,East Bend,NC,27018,,,
Patti Moran's New Beginnings,418 E KING ST,King,NC,27021,,,
L & L Kennels,1231 CHERRY HILL RD,Mocksville,NC,27028,,,
Cedar Grove Kennels,205 Drum Ln,Mocksville,NC,27028,,,
Cardinal Hill Kennels,809 Cedar Creek Rd,Mocksville,NC,27028,,,
Cedar Creek Boarding Kennel,842 Farmington Rd,Mocksville,NC,27028,,,
K & B Kennels,136 Pet Camp Trl,Mount Airy,NC,27030,,,
Beagle's Bed & Breakfast,229 Lee Fowler Road,Mount Airy,NC,27030,,,
Westfield Kennels,170 Animal Farm Trail,Pilot Mountain,NC,27041,,,
Merritt's Mutt Motel,170 ANIMAL FARM TRL,Pilot Mountain,NC,27041,,,
Takara Licensed Boarding,1186 S Stokes School Rd,Walnut Cove,NC,27052,,,
Deep Creek Kennel,1216 Deep Creek Ln,Yadkinville,NC,27055,,,
Ruff Housing Doggie Daycare,336 Witt St,Winston Salem,NC,27103,,,
Almost Home Boarding & Groomingkennel,5948 University Pkwy,Winston Salem,NC,27105,,,
Mt Tabor Boarding & Grooming,4138 ROBINHOOD RD,Winston Salem,NC,27106,,,
Winston Boarding Kennel,5400 Indiana Ave,Winston Salem,NC,27106,,,
Legacy Boarding Kennels,143 Gumtree Rd,Winston Salem,NC,27107,,,
Briarwood Boarding Kennels,1437 John Green Rd,Winston Salem,NC,27107,,,
Shady Oaks Kennel,4000 High Point Rd,Winston Salem,NC,27107,,,
Abri Boarding & Grooming,1449 Trademart Blvd,Winston Salem,NC,27127,,,
Pet Pro Kennels,391 Brann Rd,Browns Summit,NC,27214,,,
Paws-n-claws Grooming & Boarding,1357 Apple St,Burlington,NC,27217,,,
Almost Home Kennels,3668 Bethany Church Rd,Franklinville,NC,27248,,,
Pampered Pets Grooming & Boarding,118 S State St,Haw River,NC,27258,,,
Puppy Kuts Boarding & Grooming,3745 Graham Smith Dr,Haw River,NC,27258,,,
Center Veterinary Hospital: Boarding And Grooming Service,1203 W Market Center Dr,High Point,NC,27260,,,
Loving Pet Inn And Estates,820 Gallimore Dairy Rd,High Point,NC,27265,,,
Small Dog Boarding,308 Southridge Rd,Jamestown,NC,27282,,,
Brigadoon Kennel,702 Fred Miller Rd,Lexington,NC,27292,,,
Mebane's Luxury Pet Resort,204 N 5TH ST,Mebane,NC,27302,,,
Companion Camp,3408 Castle Rock Farm Road,Pittsboro,NC,27312,,,
Greene's Dog Grooming & Kennel,613 E BROWN ST,Randleman,NC,27317,,,
Pat's Grooming & Boarding Kennel,115 Poe Rd,Siler City,NC,27344,,,
Pawsitively Paradise Kennels,7028 Ellison Rd,Stokesdale,NC,27357,,,
Beacon Suites Pet Resort,9025 Mt. Carmel Rd.,Stokesdale,NC,27357,,,
A Bark Above Kennels,701 Pineywood Rd,Thomasville,NC,27360,,,
Oak Hill Kennel (west),151 Roberts Loop,West End,NC,27376,,,
Seven Lakes Kennels,347 MacDougal Dr,West End,NC,27376,,,
Pinelake Shooting Preserve & Kennels,5445 Beulah Hill Church Rd,West End,NC,27376,,,
Wagons Wheel Kennels,5099 RANDLEMAN RD,Greensboro,NC,27406,,,
Battleground Pet Inn,830 Wiley Lewis Rd,Greensboro,NC,27406,,,
Camp Bow Wow Greensboro Dog Boarding And Daycare,6207 Chimney Center Blvd,Greensboro,NC,27409,,,
Lucky's Pet Resort & Day Spa,7846 McCloud Rd,Greensboro,NC,27409,,,
Goldcrest Kennels,6910 Schuyler Ln,Greensboro,NC,27410,,,
Best Friends Bed & Biscuit,6980 Spencer Dixon Rd,Greensboro,NC,27455,,,
Country Comfort Pet Resort,7382 Old Stage Rd N,Angier,NC,27501,,,
Deana's Dog House,404 E HARNETT ST,Benson,NC,27504,,,
Soap N Suds Dog Groom & Boarding,301 W C St,Butner,NC,27509,,,
Animal Hospital The Of Carrboro Inc-kennel,112 W Main St,Carrboro,NC,27510,,,
Love Overboard Kennels & Grooming,710 W ROSEMARY ST,Carrboro,NC,27510,,,
Camp Bow Wow Cary / Research Triangle Dog Boarding And Daycare,107 Woodwinds Industrial Court,Cary,NC,27511,,,
Kim's Bed & Biscuit,6821 Rebecca Cir,Cary,NC,27511,,,
Furry Feet Retreat-cary,950 W Chatham St,Cary,NC,27511,,,
Camp Canine,333 James Jackson Ave,Cary,NC,27513,,,
Noah's Ark Kennel & Cattery,1217 E Franklin St,Chapel Hill,NC,27514,,,
Greene Valley Farms Boarding,6416 ALEXANDER DR,Chapel Hill,NC,27514,,,
Dogwood Veterinary Hospital & Pet Resort,51 Vickers Rd,Chapel Hill,NC,27517,,,
Petsmart Petshotel,2430 Walnut St,Cary,NC,27518,,,
K-rods Kennel & Supply,1230 Guy Rd,Clayton,NC,27520,,,
Noah's Helpers Kennel,864 CORBETT RD,Clayton,NC,27520,,,
Falls Lake Kennels,1277 Northside Rd,Creedmoor,NC,27522,,,
Green Level Kennel,1401 Old Ivey Rd,Apex,NC,27523,,,
Walltop Kennels,2155 Blackmon Rd,Four Oaks,NC,27524,,,
Country Gardens Bed & Biscuits,12171 Nc Highway 42,Fuquay Varina,NC,27526,,,
Sandy Ridge Boarding Kennels,19 Old Mill Rd,Fuquay Varina,NC,27526,,,
Lobos Doggie Daycare,104 S. Berkeley Blvd,Goldsboro,NC,27534,,,
Happy Tails Kennels,114 Scott St,Goldsboro,NC,27534,,,
Personal Touch Grooming & Boarding & Daycare,3912 E Ash St,Goldsboro,NC,27534,,,
Liberty Kennels,1776 Walter Bowen Rd,Henderson,NC,27537,,,
Randenn Kennels,8537 SMITH RD,Apex,NC,27539,,,
4 Pawz Pet Resort & Day Spa,433 Ransaw Lane,Lillington,NC,27546,,,
Pet Pals,206 Councilman Ct.,Morrisville,NC,27560,,,
Brier Creek Pet Hotel,2616 Triple Oak Dr,Morrisville,NC,27560,,,
Gil-laine Kennels,1649 US Highway 1 N,Norlina,NC,27563,,,
Paws & Claws Pet Inn,5725 Normans Rd,Rougemont,NC,27572,,,
Cobble Hill Kennels,1100 CHALK RD,Wake Forest,NC,27587,,,
Tlc Dog Training And Boarding,369 N. Fallsview Lane,Wake Forest,NC,27587,,,
Carter's Country Kennel,910 John Mitchell Rd,Youngsville,NC,27596,,,
Petsmart Petshotel,2800 E Millbrook Rd,Raleigh,NC,27604,,,
Pinebrook Kennels,5332 Yates Mill Pond Rd,Raleigh,NC,27606,,,
Vipet Resort,5014 LACY AVE,Raleigh,NC,27609,,,
Suite Paws Pet Resort & Spa,110 S ROGERS LN,Raleigh,NC,27610,,,
Durant Road Animal Hospital & Kennel Pc,10220 Durant Rd,Raleigh,NC,27614,,,
Armadale Farm Kennels,10016 Strickland Rd,Raleigh,NC,27615,,,
Best Friends Pet Care,2617 Shady Grove Rd,Durham,NC,27703,,,
All Dogs Training And Boarding,105 Higbee St.,Durham,NC,27704,,,
Lucky Dogs Daycare & Grooming,1408 Christian Ave Ste 10,Durham,NC,27705,,,
Wishing Well Farm Kennel,2449 Leggett Rd,Rocky Mount,NC,27801,,,
Down East Kennel & Supply,1017 N Church St,Rocky Mount,NC,27804,,,
Paws Inn,121 N Circle Dr,Rocky Mount,NC,27804,,,
Bullock's K-9 Kennels & Training,1308 Mumford Rd,Greenville,NC,27834,,,
Paws & Claws Grooming Shop & Kennels,2153 Sunny Side Rd,Greenville,NC,27834,,,
Care-a-lot Boarding Kennel,6588 Nc Highway 42 W,Macclesfield,NC,27852,,,
Four Paws Inn,3131 Moseley Dr,Greenville,NC,27858,,,
Helen's Grooming World & Pet Motel,3198 E 10th St,Greenville,NC,27858,,,
E&b Boarding,3729 J C Galloway Rd,Greenville,NC,27858,,,
Shrado Kennels,757 Forehand Rd NE,Pikeville,NC,27863,,,
Country Inn Kennels,4779 US Highway 158,Roanoke Rapids,NC,27870,,,
Riverside Pet Resort,6038 Clarks Neck Rd.,Washington,NC,27889,,,
Salty Dog Grooming & Boarding,208 Williams Dr,Kill Devil Hills,NC,27948,,,
Sandy Paws Bed & Biscuit Inn,136 W End Rd,Ocracoke,NC,27960,,,
North River Kennel,117 Newberns Landing Rd,Powells Point,NC,27966,,,
Hatteras Island Pet Resort,23350 Nc Highway 12,Rodanthe,NC,27968,,,
Pet Palace Too,1949 E Main St,Albemarle,NC,28001,,,
Mountain View Kennels,496 S Mountain Rd,Bostic,NC,28018,,,
Animal Bed & Breakfast,611 WILLSHIRE AVE SW,Concord,NC,28025,,,
We Hug'em & Tuck'em Inn,83 Mccachern Blvd SE,Concord,NC,28025,,,
Sunnybrook Boarding & Grooming Kennels,825 Florence St,Concord,NC,28027,,,
Camp Bow Wow Concord Dog Boarding,921 Derita Rd.,Concord,NC,28027,,,
Camp Wagging Tails,10835 Bailey Rd,Cornelius,NC,28031,,,
First Class Kennels,701 S LINCOLN ST,Dallas,NC,28034,,,
B-con Kennels,2656 Saint James Church Rd,Denver,NC,28037,,,
Brenda's Dog House,1703 S YORK RD,Gastonia,NC,28052,,,
Bark City Doggie Daycare & Spa,2815 LOWELL RD,Gastonia,NC,28054,,,
Kennelina Pet Resort,530 Turner Rd,Gastonia,NC,28056,,,
K-9 Country Club,3831 Beaty Rd,Gastonia,NC,28056,,,
Stay & Play Pet Resort,4015 FAWNBROOKE DR,Indian Trail,NC,28079,,,
Charlotte Kennels,5000 Sardis Dr,Indian Trail,NC,28079,,,
Mutt Hut Pet Hotel & Grooming,1311 S Ridge Ave,Kannapolis,NC,28083,,,
Animal Trax Pet Grooming & Kennels,1808 W Stagecoach Trl,Lawndale,NC,28090,,,
Heavenly Paws Boarding,213 N Aspen St,Lincolnton,NC,28092,,,
Laura's Boarding And Doggie Daycare,3752 Asbury Church Rd,Lincolnton,NC,28092,,,
Pumpkin Center Boarding Kennels,4747 Asbury Church Rd,Lincolnton,NC,28092,,,
Evanswood Bed & Biscuit,5816 DEAL RD,Weddington,NC,28104,,,
Bow-wow Barber Shop & Kennels,552 W Charles St,Matthews,NC,28105,,,
Oakridge Kennels,1110 W Unionville Indian Trail Rd,Monroe,NC,28110,,,
Tlc Kennel,5516 Cannon Dr,Monroe,NC,28110,,,
Tuscarora's Country Club For Dogs,10900 CRUSE RD,Mount Pleasant,NC,28124,,,
Kendall Valley Kennels,36580 Old Salisbury Rd,New London,NC,28127,,,
Kennels At Wennie Hill,241 J A Hampton Rd,Rutherfordton,NC,28139,,,
Loving Care Kennels And Grooming,245 Airport Rd,Rutherfordton,NC,28139,,,
Country Canine Boarding,115 Briar Creek Dr.,Salisbury,NC,28146,,,
Little Paws Bed & Breakfast,3200 Sherrills Ford Rd,Salisbury,NC,28147,,,
Camp Bark,7619 WAXHAW HWY,Waxhaw,NC,28173,,,
Feline Fabulous,1045 Central Ave,Charlotte,NC,28204,,,
Horky's Paws Inn,5420 GEORGE ST,Charlotte,NC,28208,,,
Grateful Pets Grooming And Boarding,10317 Rozzelles Ferry Rd,Charlotte,NC,28214,,,
All Wags Doggie Daycare,670 Griffith Rd,Charlotte,NC,28217,,,
Alternative To Boarding,4607 BENRIDGE LN,Charlotte,NC,28226,,,
Continental Boarding & Imports,2235 Township Rd,Charlotte,NC,28273,,,
Dog Days Inn,319 Williams St,Fayetteville,NC,28301,,,
Carolina Grooming & Boarding,402 Santa Fe Dr,Fayetteville,NC,28303,,,
Fayetteville Pet Resort,2110 Strickland Bridge Rd,Fayetteville,NC,28304,,,
Paw Prints Inn,4214 Cumberland Rd,Fayetteville,NC,28306,,,
Puppy Love Boarding,5033 Voyager Dr,Fayetteville,NC,28306,,,
Kritter Kutz & Kennels,2769 Baywood Rd,Fayetteville,NC,28312,,,
Farm House Kennels,4533 Union Church Rd,Carthage,NC,28327,,,
Cin-lar Kennels,543 Lamms Rd,Carthage,NC,28327,,,
Aysgarth Kennels,199 BUMPAS CREEK ACCESS,Dunn,NC,28334,,,
Carroll's Kennel Pet & Grooming,125 Brigman Rd,Ellerbe,NC,28338,,,
Five Points Pet Resort,1495 Montrose Rd,Raeford,NC,28376,,,
Colliehaven Kennels,725 McDaniels Rd,Roseboro,NC,28382,,,
Lovetts Dog Boarding,3965 S River School RD,Wade,NC,28395,,,
Pets Pal Inn,3417 Merchant Ct,Wilmington,NC,28405,,,
Paw Beach Pet Resort,6101-B Market Street,Wilmington,NC,28405,,,
Meadowsweet Kennels,5523 Greenville Loop Rd,Wilmington,NC,28409,,,
Scotts Hill Pet Resort,11201 US Highway 17,Wilmington,NC,28411,,,
Adams Folly Bed & Biscuit,140 Midway Rd SE,Bolivia,NC,28422,,,
Greenwood Pet Camp,2780 Greenwood Cir SE,Bolivia,NC,28422,,,
A Dogs Dream Kennel,5509 Blue Clay Rd,Castle Hayne,NC,28429,,,
Island Creek Kennels,195 Murphy Store Rd,Rose Hill,NC,28458,,,
Hush Puppy's Bed & Biscuit Inn,1849 Nc Highway 172,Sneads Ferry,NC,28460,,,
Diamond A Kennels,60 Green Bay Rd NW,Ocean Isle Beach,NC,28469,,,
Whiskers Inn,5470 Main St,Shallotte,NC,28470,,,
The Dog House,700 Walston Ave,Kinston,NC,28504,,,
Pet Palace,2063 New Hope Rd,La Grange,NC,28551,,,
Nelson's Kennels,4415 Arendell St,Morehead City,NC,28557,,,
Weller Kennels Dog Obedience,250 Zeb Rd,New Bern,NC,28560,,,
Camp Bow Wow New Bern Dog Boarding And Daycare,1819-A Race Track Rd,New Bern,NC,28562,,,
Hadnot Creek Kennels,310 Hadnot Farm Rd,Swansboro,NC,28584,,,
Hoffman-haus Pet Resort,1031 Laurie Ellis Rd,Winterville,NC,28590,,,
Lynwood Kennel,85 Loudonya Ln,Hickory,NC,28601,,,
Smart Bark Doggie Daycare,6115 Juniper Ln,Hickory,NC,28602,,,
Emily's Pet Salon & Hotel,766 NC HIGHWAY 268 W,Elkin,NC,28621,,,
Wendi's Happy Tails Kennel & Pet Grooming,1086 Turnersburg Hwy,Statesville,NC,28625,,,
Noah's Ark Boarding Kennels,321 Old Mocksville Rd,Statesville,NC,28625,,,
Hideaway Kennel,4647 Petra Mill Rd,Granite Falls,NC,28630,,,
Puppy Paradise Pet Resort,107 Fairway Ave,Hudson,NC,28638,,,
Howl-a-day Inn Resort,3792 Buffalo Shoals Rd,Maiden,NC,28650,,,
Healthy Petz Boarding & Grooming,103 Enola Rd,Morganton,NC,28655,,,
Sabreidge Kennels,4779 Dysartsville Rd,Morganton,NC,28655,,,
Kustom Kare Kennel Morgntn,4972 Ganung Dr,Morganton,NC,28655,,,
Hunters Ridge Boarding Kennel,125 Hunters Rdg,Sparta,NC,28675,,,
Quail Hill Farm Kennels,900 Adams Ridge Rd,State Road,NC,28676,,,
Beaverdam Kennel,8100 Nc Highway 150 E,Terrell,NC,28682,,,
All Paws Boarding & Grooming,202 Eldred St NE,Valdese,NC,28690,,,
The Dog House,15 N 6th Ave,West Jefferson,NC,28694,,,
Rahama Kennel & Cattery,394 Underwood Cove Rd,Waynesville,NC,28694,,,
Windancer Kennels,3941 Nc Highway 163,West Jefferson,NC,28694,,,
Cain Ridge Kennel,337 Cain Ridge Rd,Wilkesboro,NC,28697,,,
Arden Tlc And Kennel,5 Airport Rd,Arden,NC,28704,,,
Bed & Biscuit,1420 N Fork Rd,Black Mountain,NC,28711,,,
Southern Comfort Pet Resort,80 Good Neighbor Lane,Brevard,NC,28712,,,
Rippling Water Kennel,1300 Big Dog Rd,Bryson City,NC,28713,,,
Hensley's Kennel,2288 White Oak Rd,Burnsville,NC,28714,,,
Stockton Farm Luxury Kennels,317 Stockton Ln,Canton,NC,28716,,,
Dogwood Farm Kennels,171 Sassy Ln,Columbus,NC,28722,,,
Fairview Kennels,1923 Charlotte Hwy,Fairview,NC,28730,,,
Paw Pleasers Pet Resort,340 Felmet Rd,Flat Rock,NC,28731,,,
Happy Tails Country Club,1984 Cane Creek Rd,Fletcher,NC,28732,,,
River Ridge Bed & Biscuit,92 Iotla Hill Dr,Franklin,NC,28734,,,
Camp Waggin Tails,131 Grant Ln,Saluda,NC,28773,,,
Top Dog Kennels,12 Cavalier Lane,Swannanoa,NC,28778,,,
Dogwood Acres Boarding Kennel,24 Cove Crk,Sylva,NC,28779,,,
Best Friends Pet Care,394 Middlesex Rd,Tyngsboro,MA,28786,,,
Arbor Creek Kennels,426 Flat Creek Church Rd,Weaverville,NC,28787,,,
Horse Shoe Kennels,253 Old Barn Rd,Hendersonville,NC,28791,,,
Fruitlands Kennels,392 Piney View Rd,Hendersonville,NC,28792,,,
Dogwood Kennels Of Asheville,10 Hemphill Rd,Asheville,NC,28803,,,
Canine Shear Heaven's East Fork Kennel,422 McDowell St,Asheville,NC,28803,,,
Dog House Doggy Daycare,1054 Riverside Drive,Asheville,NC,28804,,,
You Work I'll Play Dog Daycare & Training,677 Brevard Rd,Asheville,NC,28806,,,
Redwood Kennels,848 Gum Branch Rd,Holly Hill,SC,29059,,,
Allcare Kennel,2948 E Main Street Ext,Spartanburg,SC,29307,,,
Foxridge Kennels,385 Loop Rd,Campobello,SC,29322,,,
Primrose Acres Kennels,341 Ridings Rd,Chesnee,SC,29323,,,
Cherokee County Boarding Grooming,718 S Granard St,Gaffney,SC,29341,,,
Creature Comforts Veterinary Resort And Suites,2045 Hwy 292,Inman,SC,29349,,,
Lakeview Kennels,308 Narrow Cir,Inman,SC,29349,,,
Lakeside Pet Care & Kennels,7948 Highway 9,Inman,SC,29349,,,
Koolau Kennels,2731 Highway 357,Lyman,SC,29365,,,
A Studio On 150 Pet Grooming & Boarding,838 N Highway 150,Pacolet,SC,29372,,,
Palmetto Pets Grooming & Boarding,125 Trade Rd,Cheraw,SC,29520,,,
Antara Kennel,284 Hope Ln,Little River,SC,29566,,,
K-9 Country Club,4280 Nelson Rd,Little River,SC,29566,,,
K9 Cabana Dog Resort & Spa,3949 Dick Pond Rd (Hwy 544),Myrtle Beach,SC,29588,,,
Lake Wylie Doggie Daycare,1027 Brandon Rd,Clover,SC,29710,,,
Carolina's Pet Sitting & Kennels,2775 Ranger Rd,Clover,SC,29710,,,
Heartland Haven Pet Kennels,750 RHYNE RD,Clover,SC,29710,,,
Dixieland Kennels,959 Fincher Rd,Fort Lawn,SC,29714,,,
Bowzee Wowzee Pet Boarding,116 Massey St,Fort Mill,SC,29715,,,
Alpha-pets Resort & Spa,1561 Lynwood Dr,Lancaster,SC,29720,,,
Country Meadows Kennel Boarding & Grooming Air,2117 Old York Rd,York,SC,29745,,,
Camp K-9 Resort,5755 Campbell Rd,York,SC,29745,,,
Bark Avenue Pet Resort,2961 Olympic Industrial Dr Ste 115,Smyrna,GA,30080,,,
Hidden Acres Farms Dog Boarding And Daycare,239 Holly Springs Rd.,NE White,GA,30184,,,
Animal House At Camden Kennels,4790 Old Still Rd,Kingsland,GA,31548,,,
Dekle Plantation Dog Kennel,774 Metcalf Rd,Thomasville,GA,31792,,,
Nassau Kennels,3460 BLACKROCK RD,Yulee,FL,32097,,,
Ranger's Pet Outpost & Retreat,1239 Minnesota Ave,Winter Park,FL,32789,,,
Woof Gang Doggie Daycare,918 North Orange Ave.,Winter Park,FL,32789,,,
A Little Pet In,3700 Howell Branch Road,Winter Park,FL,32792,,,
All Terrain Canine,1008 Neuse Ave.,Orlando,FL,32804,,,
Woof! Orlando,3529 Edgewater Drive,Orlando,FL,32804,,,
Dog Day Afternoon,1015 Sligh Blvd.,Orlando,FL,32806,,,
Preppy Pet Suites,55 W. Michigan Street,Orlando,FL,32806,,,
Rocky's Retreat Canine Health & Fitness Center,2826 Shader Road,Orlando,FL,32808,,,
Orlando Canine Country Club,5027 Patch Road,Orlando,FL,32822,(205) 629-3275,,
University of Doglando,12276 E. Colonial Drive,Orlando,FL,32826,,,
Howl A Day Inn & Co,13841 S Carolina Ave,Astatula,FL,34705,,,
Happy Dog Ranch,2917 Bearwallow Road,Ashland City,TN,37015,,,
Muttz Kuttz Grooming & Boarding,120 Kraft St,Clarksville,TN,37040,,,
Paw Print Pet Resort,1029 Shady Grove Rd,Clarksville,TN,37043,,,
Greymont Kennel,7122 Loblolly Pine Blvd,Fairview,TN,37062,,,
Franklin Kennels,1128 Murfreesboro Rd,Franklin,TN,37064,,,
